FID,OBJECTID,EXPEDIENTE,T_PROCESO,NOMBRE,OBSERV,ID_PROC_PT,COOR_ESTE,COOR_NORTE,Georrefere,Fecha,Sitio,Vereda,Georrefe_1,Orientacio,Orientac_1,Cobertura,Curvatura,Distancia_,Distancia1,Distanci_1,DTM,Geologia,Geomorfolo,NDVI,Orientac_2,Rugosidad,Slope,TPI,UGS
"1,605","2,378", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1376-FI,0.000000000000000,0.000000000000000, , , , , ,154.000000000000000,0.000000000000000,15,-0.6807810,132.8769989,206.1549988,201.9440002,"3,379.1699219",8,35,0.0561782,163.6510010,137,13.6882000,-17.6401005,8
"1,606","2,379", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1377-FI,0.000000000000000,0.000000000000000, , , , , ,137.000000000000000,0.000000000000000,15,0.6390630,176.7769928,90.1388016,100.7779999,"3,441.0000000",8,35,0.0606040,154.4859924,67,30.7912998,7.0727501,8
"1,607","2,380", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1378-FI,0.000000000000000,0.000000000000000, , , , , ,100.000000000000000,0.000000000000000,15,0.8500000,67.3145981,91.0014038,127.4749985,"3,452.0000000",8,35,0.0562352,145.5950012,85,25.6571007,9.8415499,8
"1,608","2,381", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1379-FI,0.000000000000000,0.000000000000000, , , , , ,331.000000000000000,0.000000000000000,15,-0.1893750,27.9507999,139.7539978,200.3899994,"3,436.5600586",8,35,0.0503771,99.5330963,118,20.1382008,-3.1906700,8
"1,609","2,382", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1380-FI,0.000000000000000,0.000000000000000, , , , , ,17.000000000000000,0.000000000000000,14,-0.5845310,27.9507999,388.9089966,127.4749985,"2,910.0000000",7,18,0.0796193,338.1719971,212,12.6500998,-42.9936981,3
"1,610","2,383", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1381-FI,0.000000000000000,0.000000000000000, , , , , ,341.000000000000000,0.000000000000000,14,-0.7754690,51.5387993,"1,000.7000122",480.8850098,"3,093.6899414",7,18,0.1118520,15.5291004,191,44.1553993,-12.9394999,3
"1,611","2,384", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1382-FI,0.000000000000000,0.000000000000000, , , , , ,139.000000000000000,0.000000000000000,14,-0.4864060,91.0014038,"1,190.8499756",212.1320038,"3,285.7800293",7,18,0.0962957,340.6820068,238,31.9491005,3.2180200,3
"1,612","2,385", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1383-FI,0.000000000000000,0.000000000000000, , , , , ,272.000000000000000,0.000000000000000,14,-0.1081250,27.9507999,988.2119751,328.1099854,"3,219.1201172",7,18,0.1086210,134.2109985,139,11.9469995,-5.3305702,3
"1,613","2,386", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1384-FI,0.000000000000000,0.000000000000000, , , , , ,325.000000000000000,0.000000000000000,11,-0.4942190,25.0000000,343.2380066,841.9660034,"3,108.5300293",7,11,0.1352490,267.3880005,212,22.1266994,-14.6042004,3
"1,614","2,387", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1385-FI,0.000000000000000,0.000000000000000, , , , , ,100.000000000000000,0.000000000000000,11,1.1521900,80.0391006,45.0694008,782.8229980,"3,110.0000000",7,11,0.1546920,324.5190125,198,6.3461199,-25.5618000,3
"1,615","2,388", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1386-FI,0.000000000000000,0.000000000000000, , , , , ,93.000000000000000,0.000000000000000,11,-0.3198440,97.6280975,943.1500244,436.0690002,"3,187.5000000",7,3,0.1428110,99.7138977,125,18.0279999,-10.1892004,43
"1,616","2,389", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1387-FI,0.000000000000000,0.000000000000000, , , , , ,244.000000000000000,0.000000000000000,14,0.1775000,17.6777000,"1,057.4899902",406.9710083,"3,192.5700684",7,3,0.1586770,93.1220016,142,14.0630999,-18.9286995,43
"1,617","2,390", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1388-FI,0.000000000000000,0.000000000000000, , , , , ,195.000000000000000,0.000000000000000,11,0.2965620,50.0000000,662.5000000,629.1110229,"3,158.5000000",7,11,0.1362090,250.9389954,196,24.7702007,-14.4511995,3
"1,618","2,391", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1389-FI,0.000000000000000,0.000000000000000, , , , , ,179.000000000000000,0.000000000000000,11,-1.2496901,17.6777000,308.7269897,"1,224.8699951","3,213.8400879",7,11,0.1614880,175.6759949,137,15.3647003,-17.7050991,3
"1,619","2,392", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1390-FI,0.000000000000000,0.000000000000000, , , , , ,191.000000000000000,0.000000000000000,15,0.3196870,83.8525009,409.4580078,734.9530029,"3,254.7600098",7,11,0.2033850,185.4909973,132,19.0750008,0.9487300,3
"1,620","2,393", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1391-FI,0.000000000000000,0.000000000000000, , , , , ,148.000000000000000,0.000000000000000,9,-0.6796880,0.0000000,486.8590088,636.3959961,"3,247.5000000",7,11,0.1906700,194.4900055,141,18.7045994,-3.1166999,3
"1,621","2,394", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1392-FI,0.000000000000000,0.000000000000000, , , , , ,162.000000000000000,0.000000000000000,15,-0.8078130,37.5000000,412.6889954,660.0189819,"3,178.6799316",7,11,0.2184300,148.4290009,125,15.9443998,-9.6052198,3
"1,622","2,395", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1393-FI,0.000000000000000,0.000000000000000, , , , , ,321.000000000000000,0.000000000000000,9,0.0592187,79.0569000,700.4459839,558.5980225,"3,140.0000000",7,11,0.2282000,162.1569977,172,2.7785599,-7.1745601,40
"1,623","2,396", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1394-FI,0.000000000000000,0.000000000000000, , , , , ,305.000000000000000,0.000000000000000,15,-0.3193750,72.8869019,807.9680176,650.1199951,"3,319.5100098",7,11,0.1458590,321.4450073,234,22.3609009,1.2368200,3
"1,624","2,397", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1395-FI,0.000000000000000,0.000000000000000, , , , , ,302.000000000000000,0.000000000000000,15,0.0684375,12.5000000,386.0859985,270.4159851,"3,391.4599609",7,11,0.1057550,305.3989868,212,11.5746002,-10.7013998,43
"1,625","2,398", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1396-FI,0.000000000000000,0.000000000000000, , , , , ,115.000000000000000,0.000000000000000,18,-0.3192190,139.7539978,178.9730072,0.0000000,"3,479.0000000",7,47,0.0845808,299.5660095,229,20.1511002,1.3642600,43
"1,626","2,399", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1397-FI,0.000000000000000,0.000000000000000, , , , , ,173.000000000000000,0.000000000000000,15,-0.8368750,72.8869019,"1,093.3000488","1,037.5799561","3,270.3601074",27,44,0.0499830,115.2379990,158,6.9882598,-13.7964001,32
"1,627","2,400", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1398-FI,0.000000000000000,0.000000000000000, , , , , ,191.000000000000000,0.000000000000000,9,-0.1442190,25.0000000,836.0999756,569.2650146,"3,273.6899414",7,11,0.0931044,173.0740051,120,20.0323009,-8.7040997,40
"1,628","2,401", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1399-FI,0.000000000000000,0.000000000000000, , , , , ,136.000000000000000,0.000000000000000,15,-0.0760937,208.0410004,"1,140.7900391",365.9320068,"3,271.6899414",7,11,0.1002190,191.4409943,156,11.8052998,7.8549800,40
"1,629","2,402", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1400-FI,0.000000000000000,0.000000000000000, , , , , ,316.000000000000000,0.000000000000000,15,0.1890630,39.5284996,"1,085.2700195",828.8729858,"3,282.4299316",27,44,0.0562755,135.6119995,113,18.5210991,-9.7092304,32
"1,630","2,403", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1401-FI,0.000000000000000,0.000000000000000, , , , , ,117.000000000000000,0.000000000000000,15,-0.2132810,112.5000000,"1,652.8900146",88.3883972,"3,235.0000000",7,70,0.1023800,315.7690125,213,11.7838001,-1.9648401,40
"1,631","2,404", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1402-FI,0.000000000000000,0.000000000000000, , , , , ,250.000000000000000,0.000000000000000,9,0.6403120,45.0694008,232.5130005,237.1710052,"3,050.5000000",7,55,0.0923920,117.2850037,129,14.9616003,-8.4416504,8
"1,632","2,405", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1403-FI,0.000000000000000,0.000000000000000, , , , , ,285.000000000000000,0.000000000000000,11,0.3140630,70.7107010,"1,446.8199463",173.6560059,"3,116.1599121",7,18,0.2128570,249.2940063,192,30.6369991,-0.2546390,8
"1,633","2,406", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1404-FI,0.000000000000000,0.000000000000000, , , , , ,94.000000000000000,0.000000000000000,11,-0.4043750,194.0520020,"1,243.6099854",491.9670105,"3,188.5000000",7,18,0.4794820,284.5010071,228,24.6245995,-5.8430200,8
"1,634","2,407", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1405-FI,0.000000000000000,0.000000000000000, , , , , ,163.000000000000000,0.000000000000000,11,-0.2598440,257.6940002,270.4159851,195.2559967,"3,235.0000000",7,18,0.1003270,94.2804031,95,27.9601002,13.9666004,8
"1,635","2,408", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1406-FI,0.000000000000000,0.000000000000000, , , , , ,241.000000000000000,0.000000000000000,11,0.5118750,111.8030014,"1,017.5000000",35.3553009,"3,093.7500000",7,18,0.3224450,163.3950043,157,7.8182802,-1.8498501,43
"1,636","2,409", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1407-FI,0.000000000000000,0.000000000000000, , , , , ,255.000000000000000,0.000000000000000,6,0.3364060,309.4849854,672.6810303,180.2779999,"2,280.2700195",7,69,0.3433850,241.1710052,185,22.4542007,-26.7252998,8
"1,637","2,410", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1408-FI,0.000000000000000,0.000000000000000, , , , , ,315.000000000000000,0.000000000000000,15,0.7310940,362.5000000,"1,241.0300293",139.7539978,"2,380.5000000",7,69,0.3572450,255.8200073,202,30.7866001,-8.3166504,8
"1,638","2,411", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1409-FI,0.000000000000000,0.000000000000000, , , , , ,326.000000000000000,0.000000000000000,16,-0.9957810,12.5000000,860.9589844,162.5000000,"2,243.1298828",15,33,0.4881360,314.8439941,209,10.0896997,-56.8137016,27
"1,639","2,412", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1410-FI,0.000000000000000,0.000000000000000, , , , , ,271.000000000000000,0.000000000000000,11,5.3257799,118.5849991,"1,285.7399902",237.8289948,"2,602.5000000",7,69,0.2964190,326.4379883,230,20.1501999,39.9491997,8
"1,640","2,413", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1411-FI,0.000000000000000,0.000000000000000, , , , , ,167.000000000000000,0.000000000000000,14,0.7039060,100.7779999,"1,651.2299805",346.6359863,"2,708.8601074",7,6,0.1412590,271.2009888,221,31.5793991,4.2800298,8
"1,641","2,414", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1412-FI,0.000000000000000,0.000000000000000, , , , , ,138.000000000000000,0.000000000000000,1,-0.4500000,229.8099976,"2,340.0100098",478.4410095,"2,526.0700684",7,14,0.0518310,167.3919983,141,13.0566998,-11.6535997,40
"1,642","2,415", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1413-FI,0.000000000000000,0.000000000000000, , , , , ,88.000000000000000,0.000000000000000,9,0.0984375,75.0000000,"3,255.6000977",162.9799957,"2,769.0900879",7,68,0.5334860,137.6620026,122,16.3472996,-10.4011002,40
"1,643","2,416", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1414-FI,0.000000000000000,0.000000000000000, , , , , ,170.000000000000000,0.000000000000000,1,0.1600000,37.5000000,"3,445.0100098",62.5000000,"2,731.5000000",7,68,0.3103670,86.4833984,148,12.9474001,1.9689900,40
"1,644","2,417", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1415-FI,0.000000000000000,0.000000000000000, , , , , ,346.000000000000000,0.000000000000000,10,-0.8631250,230.4889984,"3,020.5800781",190.3939972,"2,838.5700684",7,69,0.0959621,163.5879974,137,13.7470999,-2.5075700,43
"1,645","2,418", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1416-FI,0.000000000000000,0.000000000000000, , , , , ,1.000000000000000,0.000000000000000,13,0.0631250,35.3553009,"2,325.9699707",106.0660019,"2,762.5000000",23,64,0.2876880,345.8410034,221,19.1851997,-8.0214796,47
"1,646","2,419", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1417-FI,0.000000000000000,0.000000000000000, , , , , ,50.000000000000000,0.000000000000000,10,-0.5201560,267.2189941,"1,986.5999756",27.9507999,"2,749.7700195",7,68,0.1535280,1.3586299,209,18.0077991,3.4970701,40
"1,647","2,420", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1418-FI,0.000000000000000,0.000000000000000, , , , , ,-1.000000000000000,0.000000000000000,1,0.0003125,72.8869019,488.9400024,106.8000031,"2,546.6699219",23,64,0.0593947,50.3558006,177,5.4095201,-14.1620998,47
"1,648","2,421", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1419-FI,0.000000000000000,0.000000000000000, , , , , ,233.000000000000000,0.000000000000000,1,-0.0000000,112.5000000,645.1740112,27.9507999,"2,615.0000000",4,68,0.2474150,-1.0000000,180,0.0000000,5.7065401,35
"1,649","2,422", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1420-FI,0.000000000000000,0.000000000000000, , , , , ,202.000000000000000,0.000000000000000,14,0.4867190,318.6889954,"2,416.7700195",559.7150269,"3,252.0000000",7,6,0.0502363,233.1300049,175,23.6725006,13.4663000,8
"1,650","2,423", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1421-FI,0.000000000000000,0.000000000000000, , , , , ,128.000000000000000,0.000000000000000,14,-0.0665625,328.1099854,"2,673.0400391",298.1719971,"3,150.5200195",7,6,0.0622782,207.5879974,155,17.7430992,-7.1491699,8
"1,651","2,424", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1422-FI,0.000000000000000,0.000000000000000, , , , , ,161.000000000000000,0.000000000000000,8,-1.2040600,0.0000000,"2,340.7099609",569.2650146,"3,043.5000000",7,6,0.3852250,127.6849976,84,25.8120003,-41.2365990,43
"1,652","2,425", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1423-FI,0.000000000000000,0.000000000000000, , , , , ,177.000000000000000,0.000000000000000,9,-1.0256200,156.6250000,"1,659.6800537",250.0000000,"3,001.3601074",7,6,0.2814670,161.1349945,85,27.3623009,-8.9848604,43
"1,653","2,426", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1424-FI,0.000000000000000,0.000000000000000, , , , , ,165.000000000000000,0.000000000000000,15,1.0303100,95.1971970,123.1110001,45.0694008,"3,300.2199707",7,7,0.0732080,176.8829956,89,29.8903008,-4.0820298,8
"1,654","2,427", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1425-FI,0.000000000000000,0.000000000000000, , , , , ,250.000000000000000,0.000000000000000,14,-1.3132800,12.5000000,320.1560059,125.0000000,"2,982.5000000",7,7,0.0713752,164.6069946,124,17.6016006,-42.6804008,8
"1,655","2,428", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1426-FI,0.000000000000000,0.000000000000000, , , , , ,211.000000000000000,0.000000000000000,12,-2.1734400,35.3553009,494.9750061,152.0690002,"2,996.1899414",7,7,0.0512222,250.1459961,192,11.7741003,-42.9746017,8
"1,656","2,429", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1427-FI,0.000000000000000,0.000000000000000, , , , , ,359.000000000000000,0.000000000000000,14,-0.5982810,175.0000000,893.8159790,100.0000000,"2,971.3400879",7,7,0.0601525,212.5269928,131,32.5014000,15.4757996,8
"1,657","2,430", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1428-FI,0.000000000000000,0.000000000000000, , , , , ,244.000000000000000,0.000000000000000,9,0.0646875,112.5000000,"1,617.5300293",100.0000000,"3,010.7500000",7,7,0.0690169,3.9754500,206,16.4172001,11.5283003,8
"1,658","2,431", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1429-FI,0.000000000000000,0.000000000000000, , , , , ,347.000000000000000,0.000000000000000,9,-1.9095300,51.5387993,"1,088.9399414",174.1049957,"2,995.0000000",7,7,0.0828864,243.8609924,189,20.1805992,-14.8390999,8
"1,659","2,432", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1430-FI,0.000000000000000,0.000000000000000, , , , , ,309.000000000000000,0.000000000000000,2,-0.3862500,251.2469940,"1,762.6800537",127.4749985,"2,703.8400879",7,15,0.0566546,346.7160034,194,5.5876198,-7.9755902,40
"1,660","2,433", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1431-FI,0.000000000000000,0.000000000000000, , , , , ,193.000000000000000,0.000000000000000,2,-1.2390600,184.5599976,"1,776.6300049",45.0694008,"2,695.6201172",7,15,0.0669018,316.8720093,204,8.4534302,-3.8410599,40
"1,661","2,434", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1432-FI,0.000000000000000,0.000000000000000, , , , , ,161.000000000000000,0.000000000000000,11,-0.1284380,50.0000000,883.8829956,324.5190125,"2,857.5000000",7,61,0.0652461,200.5449982,123,28.2381001,-18.8115005,8
"1,662","2,435", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1433-FI,0.000000000000000,0.000000000000000, , , , , ,50.000000000000000,0.000000000000000,14,-1.1373399,162.9799957,451.5599976,27.9507999,"2,879.5800781",7,61,0.0876359,157.4660034,61,32.6613998,8.3102999,8
"1,663","2,436", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1434-FI,0.000000000000000,0.000000000000000, , , , , ,31.000000000000000,0.000000000000000,11,0.9292190,229.4689941,371.2309875,372.9110107,"2,883.3701172",7,61,0.0845916,49.6735001,157,24.5955009,-10.3020000,8
"1,664","2,437", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1435-FI,0.000000000000000,0.000000000000000, , , , , ,265.000000000000000,0.000000000000000,11,-0.4248440,17.6777000,70.7107010,437.3210144,"2,880.2299805",7,61,0.0950999,31.0373001,184,19.6749001,-17.6721001,8
"1,665","2,438", ,"40,000.000000000000000","40,220.000000000000000",Fotografías aéreas IGAC,AVRP-f1436-FI,0.000000000000000,0.000000000000000, , , , , ,251.000000000000000,0.000000000000000,2,-1.3339100,337.5000000,238.8119965,79.0569000,"2,814.2500000",7,11,0.0940967,264.9360046,207,17.7450008,-10.7638998,43
